,Year,Channel,Arm,Values,Seed,Scenario
635,2020.1923076923044,Incident Cases,Intervention,73,0,Nutrition-->TB activation link
636,2020.2115384615352,Incident Cases,Intervention,77,0,Nutrition-->TB activation link
637,2020.2307692307659,Incident Cases,Intervention,81,0,Nutrition-->TB activation link
638,2020.2499999999966,Incident Cases,Intervention,89,0,Nutrition-->TB activation link
639,2020.2692307692273,Incident Cases,Intervention,95,0,Nutrition-->TB activation link
640,2020.288461538458,Incident Cases,Intervention,97,0,Nutrition-->TB activation link
641,2020.3076923076887,Incident Cases,Intervention,104,0,Nutrition-->TB activation link
642,2020.3269230769195,Incident Cases,Intervention,111,0,Nutrition-->TB activation link
643,2020.3461538461502,Incident Cases,Intervention,118,0,Nutrition-->TB activation link
644,2020.365384615381,Incident Cases,Intervention,123,0,Nutrition-->TB activation link
645,2020.3846153846116,Incident Cases,Intervention,124,0,Nutrition-->TB activation link
646,2020.4038461538423,Incident Cases,Intervention,132,0,Nutrition-->TB activation link
647,2020.423076923073,Incident Cases,Intervention,139,0,Nutrition-->TB activation link
648,2020.4423076923038,Incident Cases,Intervention,148,0,Nutrition-->TB activation link
649,2020.4615384615345,Incident Cases,Intervention,153,0,Nutrition-->TB activation link
650,2020.4807692307652,Incident Cases,Intervention,155,0,Nutrition-->TB activation link
651,2020.499999999996,Incident Cases,Intervention,161,0,Nutrition-->TB activation link
652,2020.5192307692266,Incident Cases,Intervention,170,0,Nutrition-->TB activation link
653,2020.5384615384573,Incident Cases,Intervention,178,0,Nutrition-->TB activation link
654,2020.557692307688,Incident Cases,Intervention,182,0,Nutrition-->TB activation link
655,2020.5769230769188,Incident Cases,Intervention,187,0,Nutrition-->TB activation link
656,2020.5961538461495,Incident Cases,Intervention,190,0,Nutrition-->TB activation link
657,2020.6153846153802,Incident Cases,Intervention,195,0,Nutrition-->TB activation link
658,2020.634615384611,Incident Cases,Intervention,198,0,Nutrition-->TB activation link
659,2020.6538461538416,Incident Cases,Intervention,203,0,Nutrition-->TB activation link
660,2020.6730769230724,Incident Cases,Intervention,208,0,Nutrition-->TB activation link
661,2020.692307692303,Incident Cases,Intervention,213,0,Nutrition-->TB activation link
662,2020.7115384615338,Incident Cases,Intervention,218,0,Nutrition-->TB activation link
663,2020.7307692307645,Incident Cases,Intervention,221,0,Nutrition-->TB activation link
664,2020.7499999999952,Incident Cases,Intervention,228,0,Nutrition-->TB activation link
665,2020.769230769226,Incident Cases,Intervention,238,0,Nutrition-->TB activation link
666,2020.7884615384567,Incident Cases,Intervention,244,0,Nutrition-->TB activation link
667,2020.8076923076874,Incident Cases,Intervention,248,0,Nutrition-->TB activation link
668,2020.826923076918,Incident Cases,Intervention,255,0,Nutrition-->TB activation link
669,2020.8461538461488,Incident Cases,Intervention,257,0,Nutrition-->TB activation link
670,2020.8653846153795,Incident Cases,Intervention,262,0,Nutrition-->TB activation link
671,2020.8846153846102,Incident Cases,Intervention,266,0,Nutrition-->TB activation link
672,2020.903846153841,Incident Cases,Intervention,272,0,Nutrition-->TB activation link
673,2020.9230769230717,Incident Cases,Intervention,278,0,Nutrition-->TB activation link
674,2020.9423076923024,Incident Cases,Intervention,283,0,Nutrition-->TB activation link
675,2020.961538461533,Incident Cases,Intervention,292,0,Nutrition-->TB activation link
676,2020.9807692307638,Incident Cases,Intervention,296,0,Nutrition-->TB activation link
677,2020.9999999999945,Incident Cases,Intervention,303,0,Nutrition-->TB activation link
678,2021.0192307692253,Incident Cases,Intervention,313,0,Nutrition-->TB activation link
679,2021.038461538456,Incident Cases,Intervention,320,0,Nutrition-->TB activation link
680,2021.0576923076867,Incident Cases,Intervention,326,0,Nutrition-->TB activation link
681,2021.0769230769174,Incident Cases,Intervention,335,0,Nutrition-->TB activation link
682,2021.0961538461481,Incident Cases,Intervention,338,0,Nutrition-->TB activation link
683,2021.1153846153788,Incident Cases,Intervention,345,0,Nutrition-->TB activation link
684,2021.1346153846096,Incident Cases,Intervention,350,0,Nutrition-->TB activation link
685,2021.1538461538403,Incident Cases,Intervention,358,0,Nutrition-->TB activation link
686,2021.173076923071,Incident Cases,Intervention,365,0,Nutrition-->TB activation link
687,2021.1923076923017,Incident Cases,Intervention,371,0,Nutrition-->TB activation link
688,2021.2115384615324,Incident Cases,Intervention,379,0,Nutrition-->TB activation link
689,2021.2307692307631,Incident Cases,Intervention,383,0,Nutrition-->TB activation link
690,2021.2499999999939,Incident Cases,Intervention,391,0,Nutrition-->TB activation link
691,2021.2692307692246,Incident Cases,Intervention,401,0,Nutrition-->TB activation link
692,2021.2884615384553,Incident Cases,Intervention,409,0,Nutrition-->TB activation link
693,2021.307692307686,Incident Cases,Intervention,414,0,Nutrition-->TB activation link
694,2021.3269230769167,Incident Cases,Intervention,424,0,Nutrition-->TB activation link
695,2021.3461538461474,Incident Cases,Intervention,428,0,Nutrition-->TB activation link
696,2021.3653846153782,Incident Cases,Intervention,436,0,Nutrition-->TB activation link
697,2021.3846153846089,Incident Cases,Intervention,444,0,Nutrition-->TB activation link
698,2021.4038461538396,Incident Cases,Intervention,451,0,Nutrition-->TB activation link
699,2021.4230769230703,Incident Cases,Intervention,458,0,Nutrition-->TB activation link
700,2021.442307692301,Incident Cases,Intervention,462,0,Nutrition-->TB activation link
701,2021.4615384615317,Incident Cases,Intervention,468,0,Nutrition-->TB activation link
702,2021.4807692307625,Incident Cases,Intervention,473,0,Nutrition-->TB activation link
703,2021.4999999999932,Incident Cases,Intervention,479,0,Nutrition-->TB activation link
704,2021.519230769224,Incident Cases,Intervention,484,0,Nutrition-->TB activation link
705,2021.5384615384546,Incident Cases,Intervention,491,0,Nutrition-->TB activation link
706,2021.5576923076853,Incident Cases,Intervention,492,0,Nutrition-->TB activation link
707,2021.576923076916,Incident Cases,Intervention,497,0,Nutrition-->TB activation link
708,2021.5961538461468,Incident Cases,Intervention,497,0,Nutrition-->TB activation link
709,2021.6153846153775,Incident Cases,Intervention,501,0,Nutrition-->TB activation link
710,2021.6346153846082,Incident Cases,Intervention,505,0,Nutrition-->TB activation link
711,2021.653846153839,Incident Cases,Intervention,507,0,Nutrition-->TB activation link
712,2021.6730769230696,Incident Cases,Intervention,510,0,Nutrition-->TB activation link
713,2021.6923076923003,Incident Cases,Intervention,511,0,Nutrition-->TB activation link
714,2021.711538461531,Incident Cases,Intervention,512,0,Nutrition-->TB activation link
715,2021.7307692307618,Incident Cases,Intervention,513,0,Nutrition-->TB activation link
716,2021.7499999999925,Incident Cases,Intervention,514,0,Nutrition-->TB activation link
717,2021.7692307692232,Incident Cases,Intervention,515,0,Nutrition-->TB activation link
718,2021.788461538454,Incident Cases,Intervention,515,0,Nutrition-->TB activation link
719,2021.8076923076846,Incident Cases,Intervention,515,0,Nutrition-->TB activation link
720,2021.8269230769154,Incident Cases,Intervention,516,0,Nutrition-->TB activation link
721,2021.846153846146,Incident Cases,Intervention,516,0,Nutrition-->TB activation link
722,2021.8653846153768,Incident Cases,Intervention,518,0,Nutrition-->TB activation link
723,2021.8846153846075,Incident Cases,Intervention,518,0,Nutrition-->TB activation link
724,2021.9038461538382,Incident Cases,Intervention,519,0,Nutrition-->TB activation link
725,2021.923076923069,Incident Cases,Intervention,521,0,Nutrition-->TB activation link
726,2021.9423076922997,Incident Cases,Intervention,521,0,Nutrition-->TB activation link
727,2021.9615384615304,Incident Cases,Intervention,522,0,Nutrition-->TB activation link
728,2021.980769230761,Incident Cases,Intervention,522,0,Nutrition-->TB activation link
729,2021.9999999999918,Incident Cases,Intervention,522,0,Nutrition-->TB activation link
730,2022.0192307692225,Incident Cases,Intervention,524,0,Nutrition-->TB activation link
731,2022.0384615384532,Incident Cases,Intervention,524,0,Nutrition-->TB activation link
732,2022.057692307684,Incident Cases,Intervention,524,0,Nutrition-->TB activation link
733,2022.0769230769147,Incident Cases,Intervention,525,0,Nutrition-->TB activation link
734,2022.0961538461454,Incident Cases,Intervention,525,0,Nutrition-->TB activation link
735,2022.1153846153761,Incident Cases,Intervention,525,0,Nutrition-->TB activation link
736,2022.1346153846068,Incident Cases,Intervention,526,0,Nutrition-->TB activation link
737,2022.1538461538375,Incident Cases,Intervention,527,0,Nutrition-->TB activation link
738,2022.1730769230683,Incident Cases,Intervention,527,0,Nutrition-->TB activation link
739,2022.192307692299,Incident Cases,Intervention,527,0,Nutrition-->TB activation link
740,2022.2115384615297,Incident Cases,Intervention,528,0,Nutrition-->TB activation link
741,2022.2307692307604,Incident Cases,Intervention,528,0,Nutrition-->TB activation link
742,2022.2499999999911,Incident Cases,Intervention,528,0,Nutrition-->TB activation link
743,2022.2692307692218,Incident Cases,Intervention,530,0,Nutrition-->TB activation link
744,2022.2884615384526,Incident Cases,Intervention,530,0,Nutrition-->TB activation link
745,2022.3076923076833,Incident Cases,Intervention,532,0,Nutrition-->TB activation link
746,2022.326923076914,Incident Cases,Intervention,533,0,Nutrition-->TB activation link
747,2022.3461538461447,Incident Cases,Intervention,533,0,Nutrition-->TB activation link
748,2022.3653846153754,Incident Cases,Intervention,533,0,Nutrition-->TB activation link
749,2022.3846153846061,Incident Cases,Intervention,534,0,Nutrition-->TB activation link
750,2022.4038461538369,Incident Cases,Intervention,534,0,Nutrition-->TB activation link
751,2022.4230769230676,Incident Cases,Intervention,534,0,Nutrition-->TB activation link
752,2022.4423076922983,Incident Cases,Intervention,534,0,Nutrition-->TB activation link
753,2022.461538461529,Incident Cases,Intervention,535,0,Nutrition-->TB activation link
754,2022.4807692307597,Incident Cases,Intervention,536,0,Nutrition-->TB activation link
755,2022.4999999999905,Incident Cases,Intervention,536,0,Nutrition-->TB activation link
756,2022.5192307692212,Incident Cases,Intervention,538,0,Nutrition-->TB activation link
757,2022.5384615384519,Incident Cases,Intervention,538,0,Nutrition-->TB activation link
758,2022.5576923076826,Incident Cases,Intervention,538,0,Nutrition-->TB activation link
759,2022.5769230769133,Incident Cases,Intervention,539,0,Nutrition-->TB activation link
760,2022.596153846144,Incident Cases,Intervention,539,0,Nutrition-->TB activation link
761,2022.6153846153748,Incident Cases,Intervention,539,0,Nutrition-->TB activation link
762,2022.6346153846055,Incident Cases,Intervention,540,0,Nutrition-->TB activation link
763,2022.6538461538362,Incident Cases,Intervention,540,0,Nutrition-->TB activation link
764,2022.673076923067,Incident Cases,Intervention,542,0,Nutrition-->TB activation link
765,2022.6923076922976,Incident Cases,Intervention,542,0,Nutrition-->TB activation link
766,2022.7115384615283,Incident Cases,Intervention,543,0,Nutrition-->TB activation link
767,2022.730769230759,Incident Cases,Intervention,544,0,Nutrition-->TB activation link
768,2022.7499999999898,Incident Cases,Intervention,544,0,Nutrition-->TB activation link
769,2022.7692307692205,Incident Cases,Intervention,547,0,Nutrition-->TB activation link
770,2022.7884615384512,Incident Cases,Intervention,547,0,Nutrition-->TB activation link
771,2022.807692307682,Incident Cases,Intervention,547,0,Nutrition-->TB activation link
772,2022.8269230769126,Incident Cases,Intervention,547,0,Nutrition-->TB activation link
773,2022.8461538461434,Incident Cases,Intervention,547,0,Nutrition-->TB activation link
774,2022.865384615374,Incident Cases,Intervention,548,0,Nutrition-->TB activation link
775,2022.8846153846048,Incident Cases,Intervention,549,0,Nutrition-->TB activation link
776,2022.9038461538355,Incident Cases,Intervention,549,0,Nutrition-->TB activation link
777,2022.9230769230662,Incident Cases,Intervention,550,0,Nutrition-->TB activation link
778,2022.942307692297,Incident Cases,Intervention,550,0,Nutrition-->TB activation link
779,2022.9615384615277,Incident Cases,Intervention,552,0,Nutrition-->TB activation link
780,2022.9807692307584,Incident Cases,Intervention,552,0,Nutrition-->TB activation link
781,2022.999999999989,Incident Cases,Intervention,552,0,Nutrition-->TB activation link
782,2023.0192307692198,Incident Cases,Intervention,554,0,Nutrition-->TB activation link
783,2023.0384615384505,Incident Cases,Intervention,554,0,Nutrition-->TB activation link
784,2023.0576923076812,Incident Cases,Intervention,554,0,Nutrition-->TB activation link
785,2023.076923076912,Incident Cases,Intervention,554,0,Nutrition-->TB activation link
786,2023.0961538461427,Incident Cases,Intervention,554,0,Nutrition-->TB activation link
787,2023.1153846153734,Incident Cases,Intervention,554,0,Nutrition-->TB activation link
788,2023.134615384604,Incident Cases,Intervention,555,0,Nutrition-->TB activation link
789,2023.1538461538348,Incident Cases,Intervention,555,0,Nutrition-->TB activation link
790,2023.1730769230655,Incident Cases,Intervention,556,0,Nutrition-->TB activation link
791,2023.1923076922963,Incident Cases,Intervention,556,0,Nutrition-->TB activation link
792,2023.211538461527,Incident Cases,Intervention,557,0,Nutrition-->TB activation link
793,2023.2307692307577,Incident Cases,Intervention,557,0,Nutrition-->TB activation link
794,2023.2499999999884,Incident Cases,Intervention,557,0,Nutrition-->TB activation link
795,2023.2692307692191,Incident Cases,Intervention,557,0,Nutrition-->TB activation link
796,2023.2884615384498,Incident Cases,Intervention,557,0,Nutrition-->TB activation link
797,2023.3076923076806,Incident Cases,Intervention,557,0,Nutrition-->TB activation link
798,2023.3269230769113,Incident Cases,Intervention,557,0,Nutrition-->TB activation link
799,2023.346153846142,Incident Cases,Intervention,557,0,Nutrition-->TB activation link
800,2023.3653846153727,Incident Cases,Intervention,557,0,Nutrition-->TB activation link
801,2023.3846153846034,Incident Cases,Intervention,557,0,Nutrition-->TB activation link
802,2023.4038461538341,Incident Cases,Intervention,557,0,Nutrition-->TB activation link
803,2023.4230769230649,Incident Cases,Intervention,558,0,Nutrition-->TB activation link
804,2023.4423076922956,Incident Cases,Intervention,558,0,Nutrition-->TB activation link
805,2023.4615384615263,Incident Cases,Intervention,559,0,Nutrition-->TB activation link
806,2023.480769230757,Incident Cases,Intervention,559,0,Nutrition-->TB activation link
807,2023.4999999999877,Incident Cases,Intervention,559,0,Nutrition-->TB activation link
808,2023.5192307692184,Incident Cases,Intervention,559,0,Nutrition-->TB activation link
809,2023.5384615384492,Incident Cases,Intervention,559,0,Nutrition-->TB activation link
810,2023.5576923076799,Incident Cases,Intervention,559,0,Nutrition-->TB activation link
811,2023.5769230769106,Incident Cases,Intervention,559,0,Nutrition-->TB activation link
812,2023.5961538461413,Incident Cases,Intervention,559,0,Nutrition-->TB activation link
813,2023.615384615372,Incident Cases,Intervention,559,0,Nutrition-->TB activation link
814,2023.6346153846027,Incident Cases,Intervention,560,0,Nutrition-->TB activation link
815,2023.6538461538335,Incident Cases,Intervention,560,0,Nutrition-->TB activation link
816,2023.6730769230642,Incident Cases,Intervention,560,0,Nutrition-->TB activation link
817,2023.692307692295,Incident Cases,Intervention,560,0,Nutrition-->TB activation link
818,2023.7115384615256,Incident Cases,Intervention,560,0,Nutrition-->TB activation link
819,2023.7307692307563,Incident Cases,Intervention,561,0,Nutrition-->TB activation link
820,2023.749999999987,Incident Cases,Intervention,562,0,Nutrition-->TB activation link
821,2023.7692307692178,Incident Cases,Intervention,562,0,Nutrition-->TB activation link
822,2023.7884615384485,Incident Cases,Intervention,562,0,Nutrition-->TB activation link
823,2023.8076923076792,Incident Cases,Intervention,562,0,Nutrition-->TB activation link
824,2023.82692307691,Incident Cases,Intervention,563,0,Nutrition-->TB activation link
825,2023.8461538461406,Incident Cases,Intervention,564,0,Nutrition-->TB activation link
826,2023.8653846153713,Incident Cases,Intervention,564,0,Nutrition-->TB activation link
827,2023.884615384602,Incident Cases,Intervention,564,0,Nutrition-->TB activation link
828,2023.9038461538328,Incident Cases,Intervention,564,0,Nutrition-->TB activation link
829,2023.9230769230635,Incident Cases,Intervention,564,0,Nutrition-->TB activation link
830,2023.9423076922942,Incident Cases,Intervention,565,0,Nutrition-->TB activation link
831,2023.961538461525,Incident Cases,Intervention,565,0,Nutrition-->TB activation link
832,2023.9807692307556,Incident Cases,Intervention,565,0,Nutrition-->TB activation link
833,2023.9999999999864,Incident Cases,Intervention,565,0,Nutrition-->TB activation link
834,2024.019230769217,Incident Cases,Intervention,565,0,Nutrition-->TB activation link
835,2024.0384615384478,Incident Cases,Intervention,567,0,Nutrition-->TB activation link
836,2024.0576923076785,Incident Cases,Intervention,567,0,Nutrition-->TB activation link
837,2024.0769230769092,Incident Cases,Intervention,568,0,Nutrition-->TB activation link
838,2024.09615384614,Incident Cases,Intervention,568,0,Nutrition-->TB activation link
839,2024.1153846153707,Incident Cases,Intervention,568,0,Nutrition-->TB activation link
840,2024.1346153846014,Incident Cases,Intervention,568,0,Nutrition-->TB activation link
841,2024.153846153832,Incident Cases,Intervention,568,0,Nutrition-->TB activation link
842,2024.1730769230628,Incident Cases,Intervention,568,0,Nutrition-->TB activation link
843,2024.1923076922935,Incident Cases,Intervention,568,0,Nutrition-->TB activation link
844,2024.2115384615242,Incident Cases,Intervention,568,0,Nutrition-->TB activation link
845,2024.230769230755,Incident Cases,Intervention,568,0,Nutrition-->TB activation link
846,2024.2499999999857,Incident Cases,Intervention,568,0,Nutrition-->TB activation link
847,2024.2692307692164,Incident Cases,Intervention,568,0,Nutrition-->TB activation link
848,2024.288461538447,Incident Cases,Intervention,570,0,Nutrition-->TB activation link
849,2024.3076923076778,Incident Cases,Intervention,570,0,Nutrition-->TB activation link
850,2024.3269230769085,Incident Cases,Intervention,571,0,Nutrition-->TB activation link
851,2024.3461538461393,Incident Cases,Intervention,571,0,Nutrition-->TB activation link
852,2024.36538461537,Incident Cases,Intervention,571,0,Nutrition-->TB activation link
853,2024.3846153846007,Incident Cases,Intervention,571,0,Nutrition-->TB activation link
854,2024.4038461538314,Incident Cases,Intervention,571,0,Nutrition-->TB activation link
855,2024.4230769230621,Incident Cases,Intervention,571,0,Nutrition-->TB activation link
856,2024.4423076922928,Incident Cases,Intervention,571,0,Nutrition-->TB activation link
857,2024.4615384615236,Incident Cases,Intervention,571,0,Nutrition-->TB activation link
858,2024.4807692307543,Incident Cases,Intervention,571,0,Nutrition-->TB activation link
859,2024.499999999985,Incident Cases,Intervention,571,0,Nutrition-->TB activation link
860,2024.5192307692157,Incident Cases,Intervention,571,0,Nutrition-->TB activation link
861,2024.5384615384464,Incident Cases,Intervention,574,0,Nutrition-->TB activation link
862,2024.5576923076771,Incident Cases,Intervention,574,0,Nutrition-->TB activation link
863,2024.5769230769079,Incident Cases,Intervention,575,0,Nutrition-->TB activation link
864,2024.5961538461386,Incident Cases,Intervention,575,0,Nutrition-->TB activation link
865,2024.6153846153693,Incident Cases,Intervention,575,0,Nutrition-->TB activation link
866,2024.6346153846,Incident Cases,Intervention,575,0,Nutrition-->TB activation link
867,2024.6538461538307,Incident Cases,Intervention,575,0,Nutrition-->TB activation link
868,2024.6730769230614,Incident Cases,Intervention,575,0,Nutrition-->TB activation link
869,2024.6923076922922,Incident Cases,Intervention,575,0,Nutrition-->TB activation link
870,2024.7115384615229,Incident Cases,Intervention,575,0,Nutrition-->TB activation link
871,2024.7307692307536,Incident Cases,Intervention,575,0,Nutrition-->TB activation link
872,2024.7499999999843,Incident Cases,Intervention,575,0,Nutrition-->TB activation link
873,2024.769230769215,Incident Cases,Intervention,575,0,Nutrition-->TB activation link
874,2024.7884615384457,Incident Cases,Intervention,580,0,Nutrition-->TB activation link
875,2024.8076923076765,Incident Cases,Intervention,580,0,Nutrition-->TB activation link
876,2024.8269230769072,Incident Cases,Intervention,581,0,Nutrition-->TB activation link
877,2024.846153846138,Incident Cases,Intervention,581,0,Nutrition-->TB activation link
878,2024.8653846153686,Incident Cases,Intervention,581,0,Nutrition-->TB activation link
879,2024.8846153845993,Incident Cases,Intervention,581,0,Nutrition-->TB activation link
880,2024.90384615383,Incident Cases,Intervention,581,0,Nutrition-->TB activation link
881,2024.9230769230608,Incident Cases,Intervention,581,0,Nutrition-->TB activation link
882,2024.9423076922915,Incident Cases,Intervention,581,0,Nutrition-->TB activation link
883,2024.9615384615222,Incident Cases,Intervention,581,0,Nutrition-->TB activation link
884,2024.980769230753,Incident Cases,Intervention,581,0,Nutrition-->TB activation link
885,2024.9999999999836,Incident Cases,Intervention,581,0,Nutrition-->TB activation link
886,2025.0192307692143,Incident Cases,Intervention,581,0,Nutrition-->TB activation link
887,2025.038461538445,Incident Cases,Intervention,584,0,Nutrition-->TB activation link
888,2025.0576923076758,Incident Cases,Intervention,584,0,Nutrition-->TB activation link
889,2025.0769230769065,Incident Cases,Intervention,584,0,Nutrition-->TB activation link
890,2025.0961538461372,Incident Cases,Intervention,584,0,Nutrition-->TB activation link
891,2025.115384615368,Incident Cases,Intervention,584,0,Nutrition-->TB activation link
892,2025.1346153845986,Incident Cases,Intervention,584,0,Nutrition-->TB activation link
893,2025.1538461538294,Incident Cases,Intervention,584,0,Nutrition-->TB activation link
894,2025.17307692306,Incident Cases,Intervention,584,0,Nutrition-->TB activation link
895,2025.1923076922908,Incident Cases,Intervention,584,0,Nutrition-->TB activation link
896,2025.2115384615215,Incident Cases,Intervention,584,0,Nutrition-->TB activation link
897,2025.2307692307522,Incident Cases,Intervention,584,0,Nutrition-->TB activation link
898,2025.249999999983,Incident Cases,Intervention,584,0,Nutrition-->TB activation link
899,2025.2692307692137,Incident Cases,Intervention,584,0,Nutrition-->TB activation link
900,2025.2884615384444,Incident Cases,Intervention,585,0,Nutrition-->TB activation link
901,2025.307692307675,Incident Cases,Intervention,585,0,Nutrition-->TB activation link
902,2025.3269230769058,Incident Cases,Intervention,585,0,Nutrition-->TB activation link
903,2025.3461538461365,Incident Cases,Intervention,585,0,Nutrition-->TB activation link
904,2025.3653846153672,Incident Cases,Intervention,585,0,Nutrition-->TB activation link
905,2025.384615384598,Incident Cases,Intervention,585,0,Nutrition-->TB activation link
906,2025.4038461538287,Incident Cases,Intervention,585,0,Nutrition-->TB activation link
907,2025.4230769230594,Incident Cases,Intervention,585,0,Nutrition-->TB activation link
908,2025.4423076922901,Incident Cases,Intervention,585,0,Nutrition-->TB activation link
909,2025.4615384615208,Incident Cases,Intervention,585,0,Nutrition-->TB activation link
910,2025.4807692307515,Incident Cases,Intervention,585,0,Nutrition-->TB activation link
911,2025.4999999999823,Incident Cases,Intervention,585,0,Nutrition-->TB activation link
912,2025.519230769213,Incident Cases,Intervention,585,0,Nutrition-->TB activation link
913,2025.5384615384437,Incident Cases,Intervention,586,0,Nutrition-->TB activation link
914,2025.5576923076744,Incident Cases,Intervention,586,0,Nutrition-->TB activation link
915,2025.5769230769051,Incident Cases,Intervention,586,0,Nutrition-->TB activation link
916,2025.5961538461358,Incident Cases,Intervention,586,0,Nutrition-->TB activation link
917,2025.6153846153666,Incident Cases,Intervention,587,0,Nutrition-->TB activation link
918,2025.6346153845973,Incident Cases,Intervention,587,0,Nutrition-->TB activation link
919,2025.653846153828,Incident Cases,Intervention,587,0,Nutrition-->TB activation link
920,2025.6730769230587,Incident Cases,Intervention,587,0,Nutrition-->TB activation link
921,2025.6923076922894,Incident Cases,Intervention,587,0,Nutrition-->TB activation link
922,2025.7115384615201,Incident Cases,Intervention,587,0,Nutrition-->TB activation link
923,2025.7307692307509,Incident Cases,Intervention,587,0,Nutrition-->TB activation link
924,2025.7499999999816,Incident Cases,Intervention,587,0,Nutrition-->TB activation link
925,2025.7692307692123,Incident Cases,Intervention,587,0,Nutrition-->TB activation link
926,2025.788461538443,Incident Cases,Intervention,589,0,Nutrition-->TB activation link
927,2025.8076923076737,Incident Cases,Intervention,589,0,Nutrition-->TB activation link
928,2025.8269230769044,Incident Cases,Intervention,589,0,Nutrition-->TB activation link
929,2025.8461538461352,Incident Cases,Intervention,590,0,Nutrition-->TB activation link
930,2025.8653846153659,Incident Cases,Intervention,591,0,Nutrition-->TB activation link
931,2025.8846153845966,Incident Cases,Intervention,591,0,Nutrition-->TB activation link
932,2025.9038461538273,Incident Cases,Intervention,591,0,Nutrition-->TB activation link
933,2025.923076923058,Incident Cases,Intervention,591,0,Nutrition-->TB activation link
934,2025.9423076922888,Incident Cases,Intervention,591,0,Nutrition-->TB activation link
935,2025.9615384615195,Incident Cases,Intervention,591,0,Nutrition-->TB activation link
936,2025.9807692307502,Incident Cases,Intervention,591,0,Nutrition-->TB activation link
937,2025.999999999981,Incident Cases,Intervention,591,0,Nutrition-->TB activation link
938,2026.0192307692116,Incident Cases,Intervention,591,0,Nutrition-->TB activation link
939,2026.0384615384423,Incident Cases,Intervention,591,0,Nutrition-->TB activation link
940,2026.057692307673,Incident Cases,Intervention,591,0,Nutrition-->TB activation link
941,2026.0769230769038,Incident Cases,Intervention,591,0,Nutrition-->TB activation link
942,2026.0961538461345,Incident Cases,Intervention,592,0,Nutrition-->TB activation link
943,2026.1153846153652,Incident Cases,Intervention,593,0,Nutrition-->TB activation link
944,2026.134615384596,Incident Cases,Intervention,593,0,Nutrition-->TB activation link
945,2026.1538461538266,Incident Cases,Intervention,593,0,Nutrition-->TB activation link
946,2026.1730769230574,Incident Cases,Intervention,593,0,Nutrition-->TB activation link
947,2026.192307692288,Incident Cases,Intervention,593,0,Nutrition-->TB activation link
948,2026.2115384615188,Incident Cases,Intervention,593,0,Nutrition-->TB activation link
949,2026.2307692307495,Incident Cases,Intervention,593,0,Nutrition-->TB activation link
950,2026.2499999999802,Incident Cases,Intervention,593,0,Nutrition-->TB activation link
951,2026.269230769211,Incident Cases,Intervention,593,0,Nutrition-->TB activation link
952,2026.2884615384417,Incident Cases,Intervention,593,0,Nutrition-->TB activation link
953,2026.3076923076724,Incident Cases,Intervention,593,0,Nutrition-->TB activation link
954,2026.326923076903,Incident Cases,Intervention,593,0,Nutrition-->TB activation link
955,2026.3461538461338,Incident Cases,Intervention,594,0,Nutrition-->TB activation link
956,2026.3653846153645,Incident Cases,Intervention,595,0,Nutrition-->TB activation link
957,2026.3846153845952,Incident Cases,Intervention,595,0,Nutrition-->TB activation link
958,2026.403846153826,Incident Cases,Intervention,595,0,Nutrition-->TB activation link
959,2026.4230769230567,Incident Cases,Intervention,595,0,Nutrition-->TB activation link
960,2026.4423076922874,Incident Cases,Intervention,595,0,Nutrition-->TB activation link
961,2026.461538461518,Incident Cases,Intervention,595,0,Nutrition-->TB activation link
962,2026.4807692307488,Incident Cases,Intervention,595,0,Nutrition-->TB activation link
963,2026.4999999999795,Incident Cases,Intervention,595,0,Nutrition-->TB activation link
964,2026.5192307692103,Incident Cases,Intervention,595,0,Nutrition-->TB activation link
965,2026.538461538441,Incident Cases,Intervention,595,0,Nutrition-->TB activation link
966,2026.5576923076717,Incident Cases,Intervention,596,0,Nutrition-->TB activation link
967,2026.5769230769024,Incident Cases,Intervention,596,0,Nutrition-->TB activation link
968,2026.5961538461331,Incident Cases,Intervention,597,0,Nutrition-->TB activation link
969,2026.6153846153638,Incident Cases,Intervention,598,0,Nutrition-->TB activation link
970,2026.6346153845946,Incident Cases,Intervention,598,0,Nutrition-->TB activation link
971,2026.6538461538253,Incident Cases,Intervention,598,0,Nutrition-->TB activation link
972,2026.673076923056,Incident Cases,Intervention,598,0,Nutrition-->TB activation link
973,2026.6923076922867,Incident Cases,Intervention,598,0,Nutrition-->TB activation link
974,2026.7115384615174,Incident Cases,Intervention,598,0,Nutrition-->TB activation link
975,2026.7307692307481,Incident Cases,Intervention,598,0,Nutrition-->TB activation link
976,2026.7499999999789,Incident Cases,Intervention,598,0,Nutrition-->TB activation link
977,2026.7692307692096,Incident Cases,Intervention,598,0,Nutrition-->TB activation link
978,2026.7884615384403,Incident Cases,Intervention,599,0,Nutrition-->TB activation link
979,2026.807692307671,Incident Cases,Intervention,600,0,Nutrition-->TB activation link
980,2026.8269230769017,Incident Cases,Intervention,600,0,Nutrition-->TB activation link
981,2026.8461538461324,Incident Cases,Intervention,600,0,Nutrition-->TB activation link
982,2026.8653846153632,Incident Cases,Intervention,600,0,Nutrition-->TB activation link
983,2026.8846153845939,Incident Cases,Intervention,600,0,Nutrition-->TB activation link
984,2026.9038461538246,Incident Cases,Intervention,600,0,Nutrition-->TB activation link
985,2026.9230769230553,Incident Cases,Intervention,600,0,Nutrition-->TB activation link
